Nama_File,Kelas,Mean_R,Mean_G,Mean_B,Std_R,Std_G,Std_B,Hist_R_bin0,Hist_R_bin1,Hist_R_bin2,Hist_R_bin3,Hist_R_bin4,Hist_R_bin5,Hist_R_bin6,Hist_R_bin7,Hist_R_bin8,Hist_R_bin9,Hist_G_bin0,Hist_G_bin1,Hist_G_bin2,Hist_G_bin3,Hist_G_bin4,Hist_G_bin5,Hist_G_bin6,Hist_G_bin7,Hist_G_bin8,Hist_G_bin9,Hist_B_bin0,Hist_B_bin1,Hist_B_bin2,Hist_B_bin3,Hist_B_bin4,Hist_B_bin5,Hist_B_bin6,Hist_B_bin7,Hist_B_bin8,Hist_B_bin9
300022.jpg,Bali_Merak,83.3973388671875,82.2939453125,84.471923828125,82.84632170629015,80.02238317523344,80.44414410090401,4655.0,3782.0,1822.0,844.0,460.0,392.0,1046.0,1135.0,955.0,1293.0,4102.0,2180.0,4495.0,1308.0,624.0,389.0,370.0,431.0,673.0,1812.0,4128.0,2326.0,3617.0,1585.0,730.0,611.0,433.0,438.0,752.0,1764.0
300015.jpg,Bali_Merak,152.14300537109375,78.07440185546875,61.79071044921875,79.26699172848792,69.03424651151512,65.90188674013308,1927.0,1380.0,759.0,577.0,587.0,898.0,1796.0,2995.0,2780.0,2685.0,4710.0,2933.0,2213.0,1847.0,1375.0,835.0,466.0,350.0,481.0,1174.0,5348.0,5336.0,2107.0,738.0,429.0,308.0,388.0,321.0,382.0,1027.0
30002.jpg,Bali_Merak,116.9932861328125,124.59075927734375,118.51849365234375,100.46899520692926,104.8938466149106,98.71876867072793,6337.0,155.0,245.0,668.0,823.0,737.0,943.0,1247.0,2085.0,3144.0,6321.0,148.0,122.0,291.0,826.0,874.0,726.0,928.0,1776.0,4372.0,6289.0,190.0,172.0,436.0,960.0,789.0,824.0,1417.0,2488.0,2819.0
600018.jpg,Jawa_Timur_Pring,78.7125244140625,97.7611083984375,107.75274658203125,56.30752483376158,65.79633371558083,53.36762574410194,981.0,7989.0,1071.0,1304.0,1549.0,1116.0,1017.0,825.0,393.0,139.0,328.0,7368.0,1049.0,520.0,761.0,1604.0,2102.0,1655.0,773.0,224.0,0.0,1140.0,5949.0,2412.0,1460.0,1619.0,1525.0,1130.0,814.0,335.0
600013.jpg,Jawa_Timur_Pring,102.89178466796875,78.444091796875,146.00103759765625,59.24967918299693,70.6052433598088,50.855802835350545,874.0,1031.0,4501.0,4337.0,1653.0,770.0,751.0,706.0,829.0,932.0,3810.0,4808.0,2318.0,940.0,666.0,637.0,760.0,716.0,894.0,835.0,17.0,593.0,838.0,900.0,3322.0,4801.0,2287.0,1111.0,947.0,1568.0
600022.jpg,Jawa_Timur_Pring,248.96148681640625,232.3653564453125,170.8890380859375,7.89619504123478,25.954682957074308,89.64146734587948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485.0,15899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4334.0,2164.0,9886.0,764.0,1723.0,1501.0,1302.0,939.0,477.0,469.0,542.0,800.0,7867.0
600032.jpg,Jawa_Timur_Pring,106.71673583984375,62.413330078125,83.91900634765625,50.43066503398888,59.61342698420554,45.616170968174956,2172.0,554.0,867.0,3194.0,4725.0,2196.0,1183.0,904.0,534.0,55.0,7704.0,2844.0,1034.0,621.0,931.0,819.0,1257.0,1046.0,128.0,0.0,1179.0,2603.0,3890.0,5199.0,856.0,725.0,921.0,861.0,150.0,0.0
600034.jpg,Jawa_Timur_Pring,91.28369140625,66.04296875,131.494873046875,55.38231238441922,64.38844375229746,53.17301803322082,1325.0,1439.0,4670.0,4898.0,1138.0,632.0,555.0,525.0,461.0,741.0,4063.0,6599.0,1551.0,707.0,640.0,516.0,549.0,531.0,565.0,663.0,18.0,1095.0,1614.0,1801.0,2728.0,4870.0,1747.0,646.0,664.0,1201.0
600012.jpg,Jawa_Timur_Pring,147.3658447265625,77.31463623046875,62.96441650390625,68.77943844459065,45.13616893071116,43.57686182651106,2401.0,579.0,397.0,359.0,364.0,655.0,3269.0,7175.0,1172.0,13.0,1119.0,2405.0,8603.0,574.0,428.0,1432.0,1203.0,499.0,120.0,1.0,593.0,10600.0,1152.0,556.0,1565.0,853.0,668.0,355.0,42.0,0.0
60009.jpg,Jawa_Timur_Pring,50.9212646484375,54.83819580078125,66.2396240234375,29.213801418551117,31.502538240473918,33.24327098344798,2982.0,6607.0,4276.0,1541.0,661.0,145.0,97.0,49.0,23.0,3.0,2823.0,5845.0,4649.0,1708.0,901.0,237.0,114.0,59.0,36.0,12.0,1067.0,4185.0,6444.0,2426.0,1353.0,593.0,176.0,75.0,45.0,20.0
600021.jpg,Jawa_Timur_Pring,174.963623046875,163.6075439453125,156.85467529296875,76.28917343475355,80.631797991771,83.82063507059031,752.0,1438.0,469.0,425.0,835.0,2048.0,1032.0,930.0,1090.0,7365.0,1601.0,688.0,507.0,2035.0,1069.0,821.0,926.0,822.0,1087.0,6828.0,1536.0,932.0,1987.0,1029.0,879.0,743.0,839.0,818.0,1469.0,6152.0
600039.jpg,Jawa_Timur_Pring,113.80145263671875,71.10516357421875,44.70343017578125,53.22756478248742,35.36653585104323,29.05026620789419,12.0,1639.0,3960.0,2545.0,1690.0,1811.0,2069.0,1873.0,709.0,76.0,665.0,5335.0,3850.0,2830.0,2632.0,732.0,263.0,64.0,13.0,0.0,5041.0,5295.0,3745.0,1529.0,572.0,171.0,26.0,5.0,0.0,0.0
600010.jpg,Jawa_Timur_Pring,158.48406982421875,133.6683349609375,102.7213134765625,61.63971692247258,66.22844105482073,63.87683724756057,459.0,760.0,835.0,1290.0,1634.0,1541.0,2155.0,2896.0,3204.0,1610.0,1132.0,1362.0,1503.0,1391.0,1553.0,2074.0,2617.0,1929.0,1735.0,1088.0,2111.0,2063.0,2040.0,2154.0,2631.0,1819.0,1154.0,1028.0,791.0,593.0
600020.jpg,Jawa_Timur_Pring,132.784912109375,134.28875732421875,129.65863037109375,58.12704971093702,56.76650392045379,54.77207172717559,1579.0,1105.0,847.0,818.0,954.0,1247.0,6171.0,3662.0,1.0,0.0,728.0,1985.0,1016.0,782.0,828.0,1190.0,6190.0,3664.0,1.0,0.0,1069.0,1031.0,1540.0,970.0,905.0,4025.0,3175.0,3668.0,1.0,0.0
600030.jpg,Jawa_Timur_Pring,145.4658203125,110.95599365234375,82.7640380859375,59.46254589214563,63.76079932626919,74.57647334557066,1142.0,748.0,855.0,938.0,1180.0,1788.0,2697.0,5685.0,1329.0,22.0,1966.0,1612.0,1196.0,2249.0,3767.0,1157.0,772.0,1830.0,1825.0,10.0,5458.0,2229.0,1581.0,1311.0,920.0,602.0,872.0,2125.0,1284.0,2.0
600037.jpg,Jawa_Timur_Pring,85.55389404296875,84.7530517578125,99.46527099609375,56.92010167187921,55.49863788062499,48.28614346105045,98.0,5908.0,4194.0,1206.0,1092.0,1073.0,1068.0,853.0,703.0,189.0,493.0,5207.0,4506.0,1266.0,1081.0,1155.0,1090.0,849.0,615.0,122.0,213.0,2215.0,3584.0,3366.0,3195.0,1255.0,1100.0,843.0,463.0,150.0
600038.jpg,Jawa_Timur_Pring,93.2633056640625,78.72308349609375,72.52362060546875,56.270275262656085,42.118139328697595,34.621455688923916,544.0,3988.0,4112.0,1515.0,1581.0,1783.0,1264.0,739.0,626.0,232.0,381.0,3735.0,5743.0,3069.0,1558.0,623.0,627.0,413.0,62.0,173.0,513.0,3425.0,6426.0,3788.0,1412.0,360.0,157.0,83.0,47.0,173.0
60001.jpg,Jawa_Timur_Pring,79.42919921875,80.158935546875,75.49224853515625,61.84512865554772,57.40780340542294,44.4794360126197,3210.0,5283.0,1269.0,810.0,1061.0,1726.0,1892.0,749.0,215.0,169.0,1855.0,6183.0,1758.0,844.0,1392.0,1963.0,1404.0,591.0,238.0,156.0,794.0,5421.0,3952.0,1705.0,2192.0,1388.0,493.0,189.0,135.0,115.0
600024.jpg,Jawa_Timur_Pring,178.63604736328125,150.41998291015625,125.62506103515625,75.9642381353719,82.48631703882683,92.79131694484997,2.0,236.0,2616.0,1465.0,819.0,831.0,1090.0,1092.0,1533.0,6700.0,48.0,1898.0,2754.0,1173.0,1532.0,1812.0,1222.0,358.0,227.0,5360.0,853.0,3757.0,2993.0,1940.0,983.0,339.0,196.0,89.0,48.0,5186.0
700022.jpg,Kalimantan_Dayak,43.78033447265625,30.52630615234375,7.17529296875,87.44164154037806,76.73377790935338,18.174203416822547,12907.0,269.0,125.0,122.0,127.0,128.0,150.0,206.0,302.0,2048.0,14102.0,230.0,57.0,47.0,47.0,58.0,49.0,80.0,83.0,1631.0,14974.0,687.0,374.0,234.0,94.0,17.0,3.0,1.0,0.0,0.0
70002.jpg,Kalimantan_Dayak,96.19171142578125,84.36712646484375,39.153564453125,93.12156454520941,82.14711116019409,47.757317031718934,6357.0,1170.0,910.0,715.0,673.0,773.0,1090.0,1334.0,1559.0,1803.0,6283.0,1354.0,1177.0,817.0,1063.0,1366.0,1334.0,1113.0,1136.0,741.0,8213.0,2768.0,2455.0,1582.0,678.0,192.0,103.0,72.0,98.0,223.0
700028.jpg,Kalimantan_Dayak,94.598388671875,85.2064208984375,38.65423583984375,112.19327038320357,107.59535761023743,77.64397391257036,9214.0,260.0,201.0,93.0,295.0,129.0,309.0,373.0,527.0,4983.0,9740.0,205.0,163.0,147.0,553.0,296.0,123.0,183.0,780.0,4194.0,11302.0,2651.0,333.0,87.0,38.0,39.0,58.0,44.0,116.0,1716.0
700030.jpg,Kalimantan_Dayak,159.47412109375,147.9141845703125,106.74078369140625,104.91976305212962,102.78138935631048,102.50786463143692,4374.0,480.0,265.0,325.0,385.0,250.0,313.0,449.0,1861.0,7682.0,4642.0,330.0,215.0,200.0,1341.0,642.0,629.0,410.0,2098.0,5877.0,5038.0,2653.0,1365.0,974.0,615.0,211.0,190.0,156.0,360.0,4822.0
700038.jpg,Kalimantan_Dayak,67.4371337890625,64.8033447265625,45.86273193359375,93.99403825003134,90.66458805881824,74.99384100854012,11171.0,462.0,90.0,390.0,259.0,71.0,59.0,150.0,866.0,2866.0,11162.0,517.0,364.0,289.0,100.0,61.0,193.0,455.0,1608.0,1635.0,11609.0,145.0,1344.0,733.0,374.0,524.0,59.0,23.0,43.0,1530.0
700024.jpg,Kalimantan_Dayak,124.45501708984375,111.93060302734375,113.8695068359375,62.286964489257514,66.60368448581136,65.78000249597191,1847.0,1346.0,1093.0,1386.0,1408.0,1673.0,3763.0,3403.0,439.0,26.0,2569.0,2349.0,1193.0,913.0,916.0,1491.0,3712.0,3104.0,137.0,0.0,2076.0,2607.0,1339.0,908.0,915.0,1494.0,3581.0,3289.0,175.0,0.0
700018.jpg,Kalimantan_Dayak,110.67169189453125,110.67169189453125,110.67169189453125,100.62131296338949,100.62131296338949,100.62131296338949,3303.0,1857.0,4705.0,259.0,246.0,280.0,259.0,236.0,362.0,4877.0,3303.0,1857.0,4705.0,259.0,246.0,280.0,259.0,236.0,362.0,4877.0,3303.0,1857.0,4705.0,259.0,246.0,280.0,259.0,236.0,362.0,4877.0
700037.jpg,Kalimantan_Dayak,71.38592529296875,66.97198486328125,46.31854248046875,93.82501126518348,89.32046800538217,74.04521510406458,10963.0,473.0,95.0,477.0,256.0,39.0,79.0,73.0,885.0,3044.0,11045.0,526.0,650.0,177.0,48.0,45.0,145.0,506.0,1646.0,1596.0,11455.0,239.0,1950.0,471.0,199.0,418.0,18.0,49.0,16.0,1569.0
700041.jpg,Kalimantan_Dayak,68.828857421875,66.22509765625,46.24462890625,94.80938747498591,91.42853355510707,75.87579617875997,11313.0,293.0,79.0,483.0,141.0,40.0,41.0,68.0,746.0,3180.0,11289.0,348.0,444.0,219.0,53.0,32.0,143.0,488.0,1680.0,1688.0,11616.0,120.0,1771.0,518.0,234.0,404.0,16.0,16.0,37.0,1652.0
700021.jpg,Kalimantan_Dayak,122.917724609375,108.38128662109375,110.7164306640625,61.386291630102846,66.62237491092785,65.69469724154514,1747.0,1295.0,1219.0,1736.0,1479.0,1512.0,3760.0,3212.0,409.0,15.0,2784.0,2392.0,1250.0,977.0,887.0,1462.0,3786.0,2728.0,118.0,0.0,2174.0,2771.0,1346.0,1021.0,903.0,1371.0,3725.0,2903.0,170.0,0.0
700035.jpg,Kalimantan_Dayak,85.23223876953125,84.1484375,22.7548828125,110.7890559803363,99.23703294887495,31.064562707951758,10071.0,472.0,128.0,42.0,129.0,83.0,167.0,222.0,518.0,4552.0,9246.0,310.0,130.0,149.0,348.0,864.0,189.0,737.0,2294.0,2117.0,11190.0,2101.0,1511.0,1270.0,293.0,19.0,0.0,0.0,0.0,0.0
700016.jpg,Kalimantan_Dayak,81.977294921875,58.2197265625,58.358154296875,106.44805516928515,97.50476093405923,97.11605478791827,9908.0,158.0,111.0,151.0,383.0,641.0,401.0,466.0,662.0,3503.0,11463.0,844.0,197.0,207.0,181.0,78.0,69.0,106.0,300.0,2939.0,11367.0,913.0,223.0,208.0,182.0,74.0,77.0,116.0,365.0,2859.0
70005.jpg,Kalimantan_Dayak,94.598388671875,85.2064208984375,38.65423583984375,112.19327038320357,107.59535761023743,77.64397391257036,9214.0,260.0,201.0,93.0,295.0,129.0,309.0,373.0,527.0,4983.0,9740.0,205.0,163.0,147.0,553.0,296.0,123.0,183.0,780.0,4194.0,11302.0,2651.0,333.0,87.0,38.0,39.0,58.0,44.0,116.0,1716.0
700040.jpg,Kalimantan_Dayak,98.10430908203125,81.73736572265625,86.5418701171875,83.32910237557185,83.52342503502632,81.5623006751559,5374.0,1652.0,608.0,408.0,724.0,1601.0,2021.0,2112.0,1639.0,245.0,7185.0,1765.0,496.0,335.0,510.0,1107.0,1507.0,1760.0,1521.0,198.0,5335.0,2878.0,1131.0,401.0,454.0,1044.0,1557.0,1808.0,1601.0,175.0
700023.jpg,Kalimantan_Dayak,100.76458740234375,83.617919921875,35.89892578125,96.13236870502874,81.67340556707107,45.13740727994276,6044.0,1285.0,1309.0,527.0,388.0,523.0,799.0,1464.0,1813.0,2232.0,6207.0,1530.0,1286.0,674.0,968.0,1364.0,1357.0,1122.0,1364.0,512.0,8385.0,3231.0,2664.0,1335.0,195.0,82.0,61.0,57.0,105.0,269.0
700019.jpg,Kalimantan_Dayak,72.9903564453125,62.58612060546875,20.9132080078125,95.06893458954758,91.22790443228506,34.574833374758,9063.0,500.0,831.0,729.0,808.0,555.0,353.0,434.0,588.0,2523.0,9887.0,995.0,923.0,318.0,320.0,297.0,353.0,417.0,828.0,2046.0,11758.0,1582.0,1467.0,845.0,458.0,217.0,52.0,4.0,1.0,0.0
